source	sabiork_entry_id	organism	uniprot_id	ec_number	parameter.name	param_type	substrate_from_param	kcat_value	kcat_value_end	parameter.standardDeviation	kcat_unit	substrate	Product	pH	temperature_C	buffer	cellular_location	sabiork_reaction_id	kegg_reaction_id	reactome_reaction_id	pubmed_id
SABIO-RK	5374	Escherichia coli	P00722	3.2.1.23	kcat	kcat		600.0		1.1E1	1/s	o-Nitrophenyl-beta-D-galactoside;H2O	beta-D-Galactose;o-Nitrophenol	7.0	25.0	[ 30 mM TES, 150 mM NaCl, 1 mM MgSO4,  30 mM TES, 150 mM NaCl, 1 mM MgSO4]	[unknown, unknown, unknown, unknown, unknown]	7242			14621996
SABIO-RK	5377	Escherichia coli	P00722	3.2.1.23	kcat	kcat		90.0		1E0	1/s	H2O;p-Nitrophenyl-beta-D-galactoside	beta-D-Galactose;p-Nitrophenol	7.0	25.0	[ 30 mM TES, 150 mM NaCl, 1 mM MgSO4,  30 mM TES, 150 mM NaCl, 1 mM MgSO4]	[unknown, unknown, unknown, unknown, unknown]	7239			14621996
SABIO-RK	5475	Escherichia coli	Q47066	3.5.2.6	kcat	kcat		68.0		-	1/s	H2O;Penicillin G	Substituted beta-amino acid	7.0	30.0	[ 50 mM phosphate, 10 Âµg BSA,  50 mM phosphate, 10 Âµg BSA]	[unknown, unknown, unknown, unknown]	4016			12962487
SABIO-RK	5476	Escherichia coli	Q47066	3.5.2.6	kcat	kcat		13.0		-	1/s	Piperacillin;H2O	Substituted beta-amino acid	7.0	30.0	[ 50 mM phosphate, 10 Âµg BSA,  50 mM phosphate, 10 Âµg BSA]	[unknown, unknown, unknown, unknown]	7297			12962487
SABIO-RK	5477	Escherichia coli	Q47066	3.5.2.6	kcat	kcat		160.0		-	1/s	Nitrocefin;H2O	Substituted beta-amino acid	7.0	30.0	[ 50 mM phosphate, 10 Âµg BSA,  50 mM phosphate, 10 Âµg BSA]	[unknown, unknown, unknown, unknown]	6530			12962487
SABIO-RK	5478	Escherichia coli	Q47066	3.5.2.6	kcat	kcat		200.0		-	1/s	H2O;Cephaloridine	Substituted beta-amino acid	7.0	30.0	[ 50 mM phosphate, 10 Âµg BSA,  50 mM phosphate, 10 Âµg BSA]	[unknown, unknown, unknown, unknown]	7267			12962487
SABIO-RK	5479	Escherichia coli	Q47066	3.5.2.6	kcat	kcat		480.0		-	1/s	H2O;Cephalothin	Substituted beta-amino acid	7.0	30.0	[ 50 mM phosphate, 10 Âµg BSA,  50 mM phosphate, 10 Âµg BSA]	[unknown, unknown, unknown, unknown]	6491			12962487
SABIO-RK	5480	Escherichia coli	Q47066	3.5.2.6	kcat	kcat		250.0		-	1/s	Cefotaxime;H2O	Substituted beta-amino acid	7.0	30.0	[ 50 mM phosphate, 10 Âµg BSA,  50 mM phosphate, 10 Âµg BSA]	[unknown, unknown, unknown, unknown]	6697			12962487
SABIO-RK	5481	Escherichia coli	Q47066	3.5.2.6	kcat	kcat		21.0		-	1/s	H2O;Ceftazidime	Substituted beta-amino acid	7.0	30.0	[ 50 mM phosphate, 10 Âµg BSA,  50 mM phosphate, 10 Âµg BSA]	[unknown, unknown, unknown, unknown]	7266			12962487
SABIO-RK	5482	Escherichia coli	Q47066	3.5.2.6	kcat	kcat		2.1		-	1/s	H2O;Cefdinir	Substituted beta-amino acid	7.0	30.0	[ 50 mM phosphate, 10 Âµg BSA,  50 mM phosphate, 10 Âµg BSA]	[unknown, unknown, unknown, unknown]	7265			12962487
SABIO-RK	5483	Escherichia coli	Q47066	3.5.2.6	kcat	kcat		100.0		-	1/s	H2O;Cefcapene	Substituted beta-amino acid	7.0	30.0	[ 50 mM phosphate, 10 Âµg BSA,  50 mM phosphate, 10 Âµg BSA]	[unknown, unknown, unknown, unknown]	7264			12962487
SABIO-RK	5484	Escherichia coli	Q47066	3.5.2.6	kcat	kcat		21.0		-	1/s	beta-Lactam;H2O	Substituted beta-amino acid	7.0	30.0	[ 50 mM phosphate, 10 Âµg BSA,  50 mM phosphate, 10 Âµg BSA]	[unknown, unknown, unknown, unknown]	3503	R03743		12962487
SABIO-RK	5485	Escherichia coli	Q47066	3.5.2.6	kcat	kcat		0.18		-	1/s	Sulbactam;H2O	Substituted beta-amino acid	7.0	30.0	[ 50 mM phosphate, 10 Âµg BSA,  50 mM phosphate, 10 Âµg BSA]	[unknown, unknown, unknown, unknown]	7300			12962487
SABIO-RK	5512	Escherichia coli	P40874	1.5.3	kcat	kcat		0.3833333		1.166667E-1	1/s	O2;Sarcosine;H2O	Formaldehyde;Glycine;H2O2	8.0	25.0	[ air-saturated 0.1 mM potassium phosphate, 1 mM EDTA,  air-saturated 0.1 mM potassium phosphate, 1 mM EDTA]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1001	R00610		15723552
SABIO-RK	5513	Escherichia coli	P40874	1.5.3	kcat	kcat		19.83333		8.333333E-1	1/s	N-Methyl-L-tryptophan;O2;H2O	Formaldehyde;L-Tryptophan;H2O2	8.0	25.0	[ air-saturated 0.1 mM potassium phosphate, 1 mM EDTA,  air-saturated 0.1 mM potassium phosphate, 1 mM EDTA]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	7294			15723552
SABIO-RK	5514	Escherichia coli	P40874	1.5.3	kcat	kcat		4.183333		2.166667E-1	1/s	Sarcosine;O2;H2O	Glycine;H2O2;Formaldehyde	9.4	25.0	[ 0.1 M ACES, 52 mM Tris, 52 mM ethanolamine-HCl, 1 M KCl,  0.1 M ACES, 52 mM Tris, 52 mM ethanolamine-HCl, 1 M KCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1001	R00610		15723552
SABIO-RK	5515	Escherichia coli	P40874	1.5.3	kcat	kcat		4.366667		2E-1	1/s	H2O;Sarcosine;O2	H2O2;Formaldehyde;Glycine	9.4	25.0	[ 0.1 M ACES, 52 mM Tris, 52 mM ethanolamine-HCl, 1 M KCl,  0.1 M ACES, 52 mM Tris, 52 mM ethanolamine-HCl, 1 M KCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1001	R00610		15723552
SABIO-RK	5516	Escherichia coli	P40874	1.5.3	kcat	kcat		3.883333		1.333333E-1	1/s	H2O;Sarcosine;O2	Glycine;H2O2;Formaldehyde	9.4	25.0	[ 0.1 M ACES, 52 mM Tris, 52 mM ethanolamine-HCl, 1 M KCl,  0.1 M ACES, 52 mM Tris, 52 mM ethanolamine-HCl, 1 M KCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1001	R00610		15723552
SABIO-RK	5810	Escherichia coli	P0A9J8	5.4.99.5	kcat	kcat		55.0		-	1/s	Chorismate	Prephenate	7.5	30.0	[ 50 mM potassium phosphate,  50 mM potassium phosphate]	[unknown, unknown, unknown]	1827	R01715		16036918
SABIO-RK	6142	Escherichia coli	P0ABR9	1.13.11.16	kcat	kcat		29.0		-	1/s	3-(2,3-Dihydroxyphenyl)propanoate;O2	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate	8.0	-	[ 50 mM potassium phosphate]	[unknown, unknown, unknown, unknown]	4072	R04376		15491145
SABIO-RK	6143	Escherichia coli	P0ABR9	1.13.11.16	kcat	kcat		50.0		-	1/s	O2;3-(2,3-Dihydroxyphenyl)propanoate	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate	8.0	-	[ 50 mM potassium phosphate]	[unknown, unknown, unknown, unknown]	4072	R04376		15491145
SABIO-RK	6386	Escherichia coli	P0A6L4	4.1.3.3	kcat	kcat		10.5		1.8E0	1/s	N-Acetyl-D-neuraminate	Pyruvate;N-Acetyl-D-mannosamine	7.5	25.0	[ 50 mM potassium phosphate, 5 mM 2-mercaptoethanol, 360 mM NADH, 0.67 U/ml Lactic dehydrogenase,  50 mM potassium phosphate, 5 mM 2-mercaptoethanol, 360 mM NADH, 0.67 U/ml Lactic dehydrogenase]	[unknown, unknown, unknown, unknown]	7666			15967977
SABIO-RK	6387	Escherichia coli	P0A6L4	4.1.3.3	kcat	kcat		2.0E-4		1E-4	1/s	N-Acetyl-L-neuraminate	N-Acetyl-L-mannosamine;Pyruvate	7.5	25.0	[ 50 mM potassium phosphate, 5 mM 2-mercaptoethanol, 360 mM NADH, 0.67 U/ml Lactic dehydrogenase,  50 mM potassium phosphate, 5 mM 2-mercaptoethanol, 360 mM NADH, 0.67 U/ml Lactic dehydrogenase]	[unknown, unknown, unknown, unknown]	7667			15967977
SABIO-RK	6397	Escherichia coli	P0A6L4	4.1.2.23	kcat	kcat		1.2		1.5E-1	1/s	3-Deoxy-D-manno-octulosonate	D-Arabinose;Pyruvate	7.5	25.0	[ 50 mM potassium phosphate, 5 mM 2-mercaptoethanol, 360 mM NADH, 0.67 U/ml Lactic dehydrogenase,  50 mM potassium phosphate, 5 mM 2-mercaptoethanol, 360 mM NADH, 0.67 U/ml Lactic dehydrogenase]	[unknown, unknown, unknown, unknown]	1726	R01576		15967977
SABIO-RK	6398	Escherichia coli	P0A6L4	4.1.2.23	kcat	kcat		1.1		2E-1	1/s	3-Deoxy-L-manno-octulosonate	Pyruvate;L-Arabinose	7.5	25.0	[ 50 mM potassium phosphate, 5 mM 2-mercaptoethanol, 360 mM NADH, 0.67 U/ml Lactic dehydrogenase,  50 mM potassium phosphate, 5 mM 2-mercaptoethanol, 360 mM NADH, 0.67 U/ml Lactic dehydrogenase]	[unknown, unknown, unknown, unknown]	7640			15967977
SABIO-RK	6541	Escherichia coli	P0A9H7 P0A9H8	2.1.1.79	kcat	kcat		0.1218333		4.166667E-3	1/s	S-Adenosyl-L-methionine;2-Oleoyl-1-stearoyl-sn-glycero-3-phosphoglycerol	Unknown;S-Adenosyl-L-homocysteine	7.5	37.0	[ 50 mM HEPES, 1 ÂµM AdoHcys nucleosidase, 1 mM Tryptophan,  50 mM HEPES, 1 ÂµM AdoHcys nucleosidase, 1 mM Tryptophan]	[unknown, unknown, unknown, unknown, unknown]	7637			15491158
SABIO-RK	6542	Escherichia coli	P0A9H7 P0A9H8	2.1.1.79	kcat	kcat		0.2166667		6.666667E-3	1/s	Se-Adenosyl-L-selenomethionine;2-Oleoyl-1-stearoyl-sn-glycero-3-phosphoglycerol	Unknown;Se-Adenosyl-L-selenohomocysteine	7.5	37.0	[ 50 mM HEPES, 1 ÂµM AdoHcys nucleosidase, 1 mM Tryptophan,  50 mM HEPES, 1 ÂµM AdoHcys nucleosidase, 1 mM Tryptophan]	[unknown, unknown, unknown, unknown, unknown]	7638			15491158
SABIO-RK	6543	Escherichia coli	P0A9H7 P0A9H8	2.1.1.79	kcat	kcat		0.06033333		3E-3	1/s	2-Oleoyl-1-stearoyl-sn-glycero-3-phosphoglycerol;Te-Adenosyl-L-telluromethionine	Te-Adenosyl-L-tellurohomocysteine;Unknown	7.5	37.0	[ 50 mM HEPES, 1 ÂµM AdoHcys nucleosidase, 1 mM Tryptophan,  50 mM HEPES, 1 ÂµM AdoHcys nucleosidase, 1 mM Tryptophan]	[unknown, unknown, unknown, unknown, unknown]	7639			15491158
SABIO-RK	6544	Escherichia coli	P0A9H7 P0A9H8	2.1.1.79	kcat	kcat		0.1966667		1E-2	1/s	2-Oleoyl-1-stearoyl-sn-glycero-3-phosphoglycerol;S-Adenosyl-L-methionine	S-Adenosyl-L-homocysteine;Unknown	7.5	37.0	[ 50 mM HEPES, 1.0 mM AdoHcys nucleosidase, 1 mM Tryptophan,  50 mM HEPES, 1.0 mM AdoHcys nucleosidase, 1 mM Tryptophan]	[unknown, unknown, unknown, unknown, unknown]	7637			15491158
SABIO-RK	6545	Escherichia coli	P0A9H8 P0A9H7	2.1.1.79	kcat	kcat		0.2266667		8.333333E-3	1/s	2-Oleoyl-1-stearoyl-sn-glycero-3-phosphoglycerol;S-Adenosyl-L-methionine	Unknown;S-Adenosyl-L-homocysteine	7.5	37.0	[ 50 mM HEPES, 1.0 mM AdoHcys nucleosidase, 1 mM Tryptophan,  50 mM HEPES, 1.0 mM AdoHcys nucleosidase, 1 mM Tryptophan]	[unknown, unknown, unknown, unknown, unknown]	7637			15491158
SABIO-RK	6569	Escherichia coli		1.1.1.82	kcat	kcat		900.0		-	1/s	H+;NADH;Oxaloacetate	L-Malate;NAD+	7.5	25.0	[ 100 mM potassium phosphate,  100 mM potassium phosphate]	[unknown, unknown, unknown, unknown, unknown, unknown]	113	R00342	R-TGU-70979;R-DME-198508;R-GGA-70979;R-OSA-70979;R-XTR-70979;R-SSC-198508;R-HSA-71783;R-BTA-70979;R-DRE-71783;R-SCE-71783;R-BTA-198508;R-MMU-198508;R-GGA-373047;R-OSA-71783;R-XTR-198508;R-GGA-71783;R-CFA-198508;R-GGA-372855;R-CEL-71783;R-DDI-198508;R-SPO-71783;R-TGU-71783;R-DRE-70979;R-SCE-70979;R-DRE-198508;R-MMU-70979;R-GGA-198508;R-DME-71783;R-CEL-198508;R-HSA-70979;R-RNO-198508;R-RNO-70979;R-SSC-70979;R-HSA-198508;R-ATH-70979;R-TGU-198508;R-ATH-71783;R-SPO-70979;R-GGA-372422;R-RNO-71783;R-CFA-70979;R-BTA-71783;R-CFA-71783;R-DME-70979;R-SSC-71783;R-CEL-70979;R-XTR-71783;R-MMU-71783	7647229
SABIO-RK	6570	Escherichia coli		1.1.1.82	kcat	kcat		900.0		-	1/s	NADH;H+;Oxaloacetate	L-Malate;NAD+	7.5	25.0	[ 100 mM potassium phosphate,  100 mM potassium phosphate]	[unknown, unknown, unknown, unknown, unknown, unknown]	113	R00342	R-MMU-198508;R-DRE-198508;R-RNO-198508;R-MMU-70979;R-SSC-71783;R-XTR-71783;R-DRE-70979;R-CEL-71783;R-HSA-71783;R-GGA-372422;R-DDI-198508;R-HSA-198508;R-RNO-70979;R-CEL-198508;R-GGA-71783;R-XTR-198508;R-SCE-71783;R-SPO-70979;R-CFA-70979;R-HSA-70979;R-BTA-198508;R-DME-70979;R-SPO-71783;R-GGA-373047;R-GGA-198508;R-DME-198508;R-CEL-70979;R-MMU-71783;R-SCE-70979;R-TGU-70979;R-ATH-71783;R-OSA-71783;R-BTA-70979;R-SSC-70979;R-TGU-198508;R-CFA-71783;R-DME-71783;R-GGA-70979;R-OSA-70979;R-TGU-71783;R-BTA-71783;R-ATH-70979;R-RNO-71783;R-DRE-71783;R-XTR-70979;R-GGA-372855;R-SSC-198508;R-CFA-198508	7647229
SABIO-RK	6571	Escherichia coli		1.1.1.82	kcat	kcat		21.0		-	1/s	L-Malate;NAD+	NADH;H+;Oxaloacetate	7.5	25.0	[ 100 mM potassium phosphate,  100 mM potassium phosphate]	[unknown, unknown, unknown, unknown, unknown, unknown]	113	R00342	R-GGA-372422;R-XTR-71783;R-TGU-71783;R-GGA-71783;R-HSA-70979;R-SSC-70979;R-CFA-71783;R-TGU-70979;R-SSC-71783;R-HSA-198508;R-MMU-71783;R-GGA-372855;R-BTA-71783;R-GGA-373047;R-RNO-71783;R-CFA-198508;R-CEL-198508;R-GGA-70979;R-CFA-70979;R-SPO-70979;R-DME-70979;R-CEL-71783;R-OSA-71783;R-SSC-198508;R-XTR-198508;R-BTA-70979;R-GGA-198508;R-TGU-198508;R-DDI-198508;R-DRE-70979;R-RNO-198508;R-BTA-198508;R-SPO-71783;R-DME-198508;R-OSA-70979;R-ATH-70979;R-SCE-71783;R-DRE-71783;R-HSA-71783;R-DRE-198508;R-MMU-198508;R-DME-71783;R-ATH-71783;R-XTR-70979;R-MMU-70979;R-CEL-70979;R-RNO-70979;R-SCE-70979	7647229
SABIO-RK	6572	Escherichia coli		1.1.1.82	kcat	kcat		21.0		-	1/s	NAD+;L-Malate	Oxaloacetate;NADH;H+	7.5	25.0	[ 100 mM potassium phosphate,  100 mM potassium phosphate]	[unknown, unknown, unknown, unknown, unknown, unknown]	113	R00342	R-RNO-71783;R-CFA-71783;R-CEL-70979;R-MMU-198508;R-ATH-70979;R-DRE-70979;R-GGA-198508;R-DME-198508;R-SPO-70979;R-BTA-71783;R-XTR-70979;R-XTR-198508;R-CFA-198508;R-CEL-71783;R-SCE-70979;R-SSC-71783;R-MMU-70979;R-RNO-198508;R-OSA-70979;R-BTA-198508;R-TGU-198508;R-GGA-372422;R-DRE-71783;R-CFA-70979;R-BTA-70979;R-DRE-198508;R-HSA-198508;R-SCE-71783;R-HSA-71783;R-GGA-71783;R-TGU-71783;R-HSA-70979;R-MMU-71783;R-GGA-372855;R-DME-70979;R-XTR-71783;R-TGU-70979;R-RNO-70979;R-DME-71783;R-SPO-71783;R-CEL-198508;R-DDI-198508;R-SSC-70979;R-SSC-198508;R-ATH-71783;R-OSA-71783;R-GGA-373047;R-GGA-70979	7647229
SABIO-RK	6792	Escherichia coli	P0A9D6 P0A9D4 P0A9D5	2.3.1.30	kcat	kcat		427.0		-	1/s	Acetyl-CoA;L-Serine	O-Acetyl-L-serine;Coenzyme A	7.5	25.0	[ TSE, 1 mM 5,5'-dithios(2-nitrobenzoic acid),  TSE, 1 mM 5,5'-dithios(2-nitrobenzoic acid)]	[unknown, unknown, unknown, unknown, unknown]	986	R00586	R-MTU-936615	12627979
SABIO-RK	6793	Escherichia coli	P0A9D6 P0A9D5 P0A9D4	2.3.1.30	kcat	kcat		16.9		-	1/s	Coenzyme A;O-Acetyl-L-serine	L-Serine;Acetyl-CoA	7.5	25.0	[ TSE, 5 mM L-Malate, 1.5 mM NAD+, 0.11 mM NADH, 2 units malate dehydrogenase, 4 units citrate synthase,  TSE, 5 mM L-Malate, 1.5 mM NAD+, 0.11 mM NADH, 2 units malate dehydrogenase, 4 units citrate synthase]	[unknown, unknown, unknown, unknown, unknown]	986	R00586	R-MTU-936615	12627979
SABIO-RK	6836	Escherichia coli	P61890 P61891 P61889	1.1.1.37	kcat	kcat		93.0		1.5E1	1/s	Oxaloacetate;H+;NADH	NAD+;L-Malate	7.5	4.0	[ 100 mM Tris-HCl,  100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	113	R00342	R-MMU-198508;R-XTR-71783;R-DME-70979;R-DRE-70979;R-SPO-70979;R-ATH-71783;R-BTA-71783;R-TGU-198508;R-HSA-70979;R-RNO-70979;R-CFA-70979;R-SPO-71783;R-TGU-71783;R-SCE-71783;R-CEL-71783;R-CEL-70979;R-GGA-71783;R-MMU-70979;R-DRE-71783;R-HSA-71783;R-HSA-198508;R-XTR-70979;R-DME-71783;R-SSC-198508;R-CFA-71783;R-SSC-71783;R-DME-198508;R-TGU-70979;R-CEL-198508;R-RNO-71783;R-GGA-372855;R-RNO-198508;R-ATH-70979;R-DRE-198508;R-GGA-372422;R-DDI-198508;R-GGA-373047;R-OSA-71783;R-OSA-70979;R-BTA-198508;R-SSC-70979;R-BTA-70979;R-SCE-70979;R-GGA-70979;R-GGA-198508;R-CFA-198508;R-XTR-198508;R-MMU-71783	10206992
SABIO-RK	6837	Escherichia coli	P61891 P61890 P61889	1.1.1.37	kcat	kcat		171.0		1.8E1	1/s	Oxaloacetate;H+;NADH	L-Malate;NAD+	7.5	10.0	[ 100 mM Tris-HCl,  100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	113	R00342	R-BTA-198508;R-MMU-71783;R-TGU-71783;R-GGA-373047;R-SPO-71783;R-DME-70979;R-SSC-70979;R-GGA-71783;R-GGA-198508;R-HSA-71783;R-DME-71783;R-TGU-70979;R-CFA-198508;R-CEL-198508;R-GGA-372855;R-OSA-70979;R-RNO-71783;R-HSA-70979;R-DRE-71783;R-DME-198508;R-RNO-70979;R-ATH-71783;R-CEL-70979;R-CEL-71783;R-MMU-198508;R-XTR-71783;R-SPO-70979;R-GGA-372422;R-XTR-198508;R-ATH-70979;R-CFA-70979;R-DDI-198508;R-SCE-70979;R-CFA-71783;R-BTA-71783;R-GGA-70979;R-SSC-198508;R-BTA-70979;R-DRE-198508;R-RNO-198508;R-XTR-70979;R-TGU-198508;R-SSC-71783;R-MMU-70979;R-OSA-71783;R-HSA-198508;R-SCE-71783;R-DRE-70979	10206992
SABIO-RK	6838	Escherichia coli	P61889 P61891 P61890	1.1.1.37	kcat	kcat		1108.0		2.9E2	1/s	H+;NADH;Oxaloacetate	L-Malate;NAD+	7.5	37.0	[ 100 mM Tris-HCl,  100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	113	R00342	R-BTA-70979;R-MMU-70979;R-ATH-71783;R-DME-71783;R-HSA-71783;R-TGU-70979;R-GGA-372422;R-CFA-70979;R-CEL-70979;R-BTA-71783;R-DME-70979;R-MMU-71783;R-TGU-71783;R-DRE-71783;R-DME-198508;R-DRE-198508;R-ATH-70979;R-RNO-71783;R-OSA-70979;R-XTR-198508;R-SCE-71783;R-SPO-71783;R-GGA-70979;R-CFA-71783;R-CEL-71783;R-RNO-70979;R-XTR-71783;R-DDI-198508;R-SCE-70979;R-CEL-198508;R-TGU-198508;R-SSC-71783;R-OSA-71783;R-SPO-70979;R-RNO-198508;R-XTR-70979;R-DRE-70979;R-GGA-71783;R-SSC-70979;R-HSA-70979;R-MMU-198508;R-SSC-198508;R-BTA-198508;R-CFA-198508;R-GGA-198508;R-GGA-372855;R-GGA-373047;R-HSA-198508	10206992
SABIO-RK	6947	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		23.0		-	1/s	H2O;AMP	Phosphate;Adenosine	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	295	R00183		16297670
SABIO-RK	6948	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		65.0		-	1/s	H2O;GMP	Phosphate;Guanosine	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	186	R01227		16297670
SABIO-RK	6949	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		61.0		-	1/s	UMP;H2O	Uridine;Phosphate	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	210	R00963		16297670
SABIO-RK	6950	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		26.0		-	1/s	CMP;H2O	Phosphate;Cytidine	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	211	R00511		16297670
SABIO-RK	6951	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		33.0		-	1/s	H2O;Adenosine 3'-phosphate	Adenosine;Phosphate	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	305	R01562		16297670
SABIO-RK	6952	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		39.0		-	1/s	Guanosine 3'-phosphate;H2O	Guanosine;Phosphate	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	309	R02148		16297670
SABIO-RK	6953	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		61.0		-	1/s	H2O;Uridine 3'-phosphate	Phosphate;Uridine	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	487	R01877		16297670
SABIO-RK	6954	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		91.0		-	1/s	H2O;Cytidine 3'-phosphate	Cytidine;Phosphate	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	508	R02370		16297670
SABIO-RK	6955	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		14.0		-	1/s	H2O;dAMP	Phosphate;Deoxyadenosine	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	282	R02088		16297670
SABIO-RK	6956	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		15.0		-	1/s	dGMP;H2O	Phosphate;Deoxyguanosine	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	304	R01968		16297670
SABIO-RK	6957	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		24.0		-	1/s	dUMP;H2O	2'-Deoxyuridine;Phosphate	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	501	R02102		16297670
SABIO-RK	6958	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		26.0		-	1/s	H2O;dCMP	2'-Deoxycytidine;Phosphate	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	480	R01664		16297670
SABIO-RK	6959	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		27.0		-	1/s	H2O;2'-Deoxyadenosine 3'-phosphate	Deoxyadenosine;Phosphate	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	8203			16297670
SABIO-RK	6960	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		26.0		-	1/s	H2O;2'-Deoxyguanosine 3'-phosphate	Deoxyguanosine;Phosphate	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	8204			16297670
SABIO-RK	6961	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		29.0		-	1/s	H2O;2'-Deoxyuridine 3'-phosphate	2'-Deoxyuridine;Phosphate	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	8205			16297670
SABIO-RK	6962	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		101.0		-	1/s	H2O;2'-Deoxycytidine 3'-phosphate	2'-Deoxycytidine;Phosphate	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	8206			16297670
SABIO-RK	6963	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		156.0		-	1/s	H2O;4-Nitrophenyl phosphate	p-Nitrophenol;Phosphate	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		16297670
SABIO-RK	6964	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		4.9		-	1/s	H2O;Ribose 5-phosphate	Phosphate;Ribose	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	7712			16297670
SABIO-RK	6965	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		10.0		-	1/s	Glucose 6-phosphate;H2O	Glucose;Phosphate	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	7713	R00303		16297670
SABIO-RK	6966	Escherichia coli	P0AE22	3.1.3.2	kcat	kcat		2.9		-	1/s	H2O;Glycerol 2-phosphate	Glycerol;Phosphate	6.0	37.0	[ 20 mM sodium acetate, 1 mM MgCl2,  20 mM sodium acetate, 1 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	1325	R01043		16297670
